packet_id,timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,duration,syn_flag,ack_flag,fin_flag,failed_logins,packet_rate,label
6253,1763243113.875837,11,201,46585,80,1,502,3.487334028898593,0,1,1,0,23.699078084279172,benign
4685,1763244351.4213846,155,8,35476,80,0,702,1.973803406585214,1,0,1,0,8.070010807948002,benign
1732,1763243031.7877626,127,221,46496,53,0,850,2.069408916264115,0,0,1,0,25.81830871400097,benign
4743,1763245103.8733501,116,139,48202,53,0,1014,1.3057361888633163,1,1,0,0,36.565272643279144,benign
4522,1763243723.7847257,33,163,18321,443,1,1023,3.3339944449901346,1,0,1,0,23.539205690352958,benign
6341,1763245755.8514717,158,221,14157,53,0,316,0.7594186300800546,1,0,1,0,6.660892572272662,benign
577,1763243166.8637784,112,224,53973,22,0,968,4.934159259160611,0,2,1,0,34.2084388188647,benign
5203,1763244406.7046468,149,130,45574,22,1,98,0.9919152534721801,1,1,1,0,39.53665002035449,benign
6364,1763243727.9790573,95,168,51716,21,1,647,1.8400479731197075,1,1,1,0,44.888987058769885,benign
440,1763242964.8738668,86,4,45278,443,1,229,4.336828717104887,0,2,1,0,24.74236175892053,benign
2751,1763243596.2772117,128,213,24214,80,0,243,4.6606368695789975,0,1,0,0,42.420277285175125,benign
7488,1763242940.7879925,13,204,62513,443,0,96,0.008636680215769103,18,1,0,0,1566.102692354852,malicious
5273,1763243652.7277257,161,141,17197,21,0,864,2.603739667311839,1,1,1,0,49.454668366004874,benign
5654,1763243587.3473642,55,184,23368,25,0,263,1.0430364339192169,1,0,0,0,1.270215689529211,benign
4000,1763244387.4296916,152,71,51117,25,1,446,4.107422315239886,0,0,1,0,18.03370385417995,benign
6034,1763244955.7675896,152,102,23155,443,1,398,0.3233828037987561,1,2,0,0,11.500246788966992,benign
583,1763243180.9674885,13,1,42529,53,0,1323,2.6850618800971575,0,1,1,0,22.592579287790382,benign
9931,1763243078.5077472,51,209,41367,21,0,357,1.3074320724458783,1,1,1,10,51.06851857591869,malicious
7052,1763242916.8206923,4,200,46466,443,0,97,0.09971651531015373,6,1,0,0,632.4172451006423,malicious
8159,1763242991.7835977,54,208,47635,2982,0,70,0.014434291182207511,1,0,0,0,135.8075746580019,malicious
9897,1763242921.7507026,105,207,28166,22,0,160,1.0170942896358606,1,1,1,4,13.626656852976424,malicious
2250,1763243417.961828,72,199,21288,443,1,1451,4.718249656377164,1,1,0,0,17.73601036090015,benign
4641,1763244945.7671874,165,234,45158,21,0,510,4.536742917495148,1,2,0,0,16.96393832827945,benign
9486,1763242936.8348153,233,207,61796,22,0,434,1.5890027665033217,1,2,0,13,59.99045337304709,malicious
4948,1763244430.1402845,147,227,53569,25,0,277,1.5275570413955275,1,2,1,0,19.89150061715214,benign
9921,1763243202.952193,111,200,50133,23,0,346,1.2234515256562244,2,2,1,19,94.48262544404493,malicious
1964,1763243620.6054149,112,97,37658,443,0,303,0.4357773392252419,1,1,1,0,29.157461460470113,benign
8244,1763243038.3785427,119,208,27147,3460,0,76,0.013555524001779068,1,0,0,0,306.7482664060148,malicious
6591,1763245732.685507,140,227,58276,443,0,364,3.0489304063410407,0,0,1,0,27.217558000397336,benign
8848,1763242917.8520434,175,205,12675,33680,0,57,0.04624067004132225,1,0,0,0,452.1570749146405,malicious
322,1763243020.306925,214,31,11600,53,1,1097,4.125016759048707,1,1,1,0,23.695463120815745,benign
2679,1763244011.9160473,12,73,38903,443,1,241,3.310748671111588,1,2,1,0,43.71013969221752,benign
4626,1763243399.9557076,182,2,38864,53,1,619,3.8737090009493116,1,1,0,0,38.464547190537935,benign
4950,1763243169.8674164,63,242,4802,53,1,1046,3.4429973710190005,1,2,0,0,44.99315510021198,benign
8329,1763242958.6077194,29,202,65104,27083,0,70,0.04646166975483142,1,0,0,0,445.2680829296636,malicious
3338,1763244021.4961114,247,66,9283,21,1,64,3.0196581130357223,1,1,1,0,20.254630157085703,benign
5590,1763244513.5824523,205,82,28565,80,0,543,0.7252149788912746,1,0,1,0,27.72864299690591,benign
252,1763242928.3410819,143,210,50847,22,1,1007,4.69043006396215,1,1,1,0,39.597937760857725,benign
3974,1763243715.1208007,10,141,38254,21,0,867,3.411962585831489,0,1,0,0,48.2101340527235,benign
6631,1763243201.3250237,217,76,23651,443,1,275,3.3172921060821587,0,1,0,0,39.16916278784008,benign
5548,1763245216.1449873,206,190,41183,21,0,449,4.241527103323124,0,1,1,0,12.178464696553934,benign
36,1763242925.479252,32,215,60350,53,0,638,4.911020352721603,1,1,1,0,2.494512247013422,benign
8363,1763242978.9113102,12,209,56729,21608,0,67,0.016393791121649043,1,0,0,0,231.79531435909323,malicious
1514,1763243060.5346632,5,156,22260,80,0,918,4.501295242277594,1,2,1,0,39.03780153689635,benign
9318,1763243058.5252762,219,207,53625,3389,0,334,1.859836272035093,2,2,0,14,57.96035204556208,malicious
40,1763242928.7489522,129,58,30329,80,0,865,1.274958059871276,1,0,1,0,46.79608586964578,benign
4820,1763245277.7300842,183,71,62005,53,1,959,1.9931749129230127,1,1,0,0,20.00739381566695,benign
3466,1763244259.3569305,207,200,25672,25,0,1011,1.4983547361054437,1,2,1,0,28.33641039238904,benign
1761,1763243452.1786084,40,230,61725,443,1,678,2.2235661557632103,0,2,1,0,15.511568944929039,benign
2305,1763243090.9094603,105,18,41764,22,1,528,0.6573407951272493,0,1,0,0,10.129038990539422,benign
3724,1763243054.5618365,169,7,58143,80,0,943,3.8610859553003296,0,2,1,0,41.067248008341515,benign
8285,1763243042.890227,136,200,26557,55242,0,73,0.045993875904191975,1,0,0,0,457.2813861828621,malicious
4994,1763244594.5093894,25,125,45382,22,1,423,3.2748269559410548,1,0,1,0,20.424165481705884,benign
8128,1763242966.515842,249,204,30049,13026,0,45,0.04461339976341884,1,0,0,0,118.70078925492473,malicious
3033,1763243181.232532,131,94,42624,22,1,1130,4.51740270995745,0,0,0,0,14.289649327288817,benign
7939,1763242934.565315,40,209,27274,443,0,78,0.030778829763782836,18,0,0,0,575.3902448725948,malicious
3040,1763243693.2594604,64,204,64213,443,0,868,2.845634761208568,1,1,1,0,10.19108473311908,benign
9656,1763242984.9497583,77,208,62619,23,0,452,1.8402097009206968,1,1,1,18,63.300960677231565,malicious
2546,1763243895.3785307,207,94,47226,80,1,349,1.5144342968655418,1,0,0,0,29.518454763213736,benign
2593,1763243128.4381657,89,95,57615,80,1,1293,3.944735580897769,1,2,1,0,6.493397555232562,benign
1189,1763243395.2243154,88,27,55285,21,1,471,3.975919962920496,1,1,1,0,12.0083743051485,benign
7967,1763242991.4164047,45,200,35819,80,0,96,0.02020775379973845,16,1,0,0,1850.3914851036695,malicious
6078,1763245895.624992,221,41,47485,21,1,186,3.530432847771061,1,1,0,0,18.452356874964433,benign
108,1763242936.0758905,144,168,24594,443,0,653,3.598890078970159,1,1,1,0,22.59737459997318,benign
1316,1763243062.2149632,125,95,8525,53,0,333,4.356910429629277,0,2,0,0,13.563874057405911,benign
8188,1763242921.4809527,132,200,27699,31406,0,68,0.03591848637006922,1,0,0,0,424.7217762282639,malicious
2754,1763243030.7849057,165,188,24524,53,1,840,0.41615981437845945,0,2,0,0,29.32396546981121,benign
9754,1763243118.7696433,94,208,23507,23,0,299,1.5232898492488092,2,2,1,14,47.71297140930744,malicious
6232,1763244913.7019079,38,2,35352,443,1,122,3.782361688342326,0,0,1,0,8.816707695325766,benign
2877,1763244325.778823,251,224,8238,80,0,514,0.4245735602329322,1,1,0,0,6.24210857397075,benign
5324,1763243893.4564364,168,76,6365,53,0,861,4.019219500876497,1,0,0,0,17.354131518268844,benign
800,1763243028.4537024,192,8,3859,22,1,102,0.8056157972071285,1,2,1,0,24.72644382803444,benign
3571,1763243399.8994944,136,17,11618,21,0,364,1.2480083064994891,1,2,0,0,42.53400222089993,benign
2895,1763243125.9603922,245,32,8257,21,0,554,2.298596371120993,1,1,0,0,27.62012423832235,benign
2928,1763242952.8499172,165,88,35689,80,1,1401,4.313716962485241,0,1,1,0,43.598117846841006,benign
8179,1763242997.7391467,203,208,42712,21013,0,55,0.013766234156811597,1,0,0,0,316.5906902800623,malicious
972,1763243265.2286441,54,245,19426,53,1,610,1.0026775065521607,1,0,1,0,5.657770304795657,benign
6688,1763244271.4132476,145,69,54178,22,0,238,2.8099975966274546,0,2,0,0,9.243651246492773,benign
8576,1763242933.5284405,27,204,55818,8819,0,51,0.020363149927034096,1,0,0,0,389.9297391879506,malicious
